annee,City,State,Region,CA,part_pct,prog,Marge,prog_marge,marge_pct,diff_mag,prog_mag
2016,Yonkers,New York,East,6125.82,1.7,709.62,2253.43,705.66,36.79,0,0.0
2016,Rome,New York,East,35.01,0.01,-61.48,9.16,-39.54,26.16,0,0.0
2016,New Rochelle,New York,East,692.5,0.19,91.58,166.51,-1.07,24.04,0,0.0
2016,New York City,New York,East,54824.1,15.17,-21.95,12354.27,-27.67,22.53,0,0.0
2016,Auburn,New York,East,605.92,0.17,213.53,135.5,202.79,22.36,0,0.0
2016,Troy,New York,East,898.92,0.25,718.99,174.87,1947.66,19.45,0,0.0
2016,Niagara Falls,New York,East,34.99,0.01,-78.77,11.43,-76.09,32.67,0,0.0
2016,Watertown,New York,East,698.5,0.19,-58.91,229.7,4.27,32.88,0,0.0
2017,Yonkers,New York,East,775.21,0.18,-87.35,234.63,-89.59,30.27,0,0.0
2017,Rome,New York,East,408.96,0.1,1068.12,129.91,1318.23,31.77,0,0.0
2017,Long Beach,New York,East,342.26,0.08,-78.76,134.16,-73.11,39.2,0,0.0
2017,Mount Vernon,New York,East,2049.6,0.48,2826.75,630.43,1865.18,30.76,0,0.0
2017,Oceanside,New York,East,305.1,0.07,-81.0,61.7,-63.94,20.22,0,0.0
2017,Rochester,New York,East,282.94,0.07,-86.93,93.69,-31.21,33.11,0,0.0
2017,New Rochelle,New York,East,201.26,0.05,-70.94,33.6,-79.82,16.69,0,0.0
2017,Auburn,New York,East,584.98,0.14,-3.46,100.56,-25.79,17.19,0,0.0
2017,Watertown,New York,East,1646.49,0.39,135.72,457.02,98.96,27.76,0,0.0
2017,Hempstead,New York,East,7.98,0.0,-99.52,3.91,-99.19,49.0,0,0.0
2017,New York City,New York,East,86939.6,20.4,58.58,22406.03,81.36,25.77,0,0.0
2017,Utica,New York,East,119.94,0.03,196.29,6.0,-58.82,5.0,0,0.0
2017,Troy,New York,East,60.12,0.01,-93.31,22.24,-87.28,36.99,0,0.0
2017,,New York,East,93923.0,22.04,30.73,24357.07,46.25,25.93,0,0.0
2017,Buffalo,New York,East,198.55,0.05,-76.23,43.2,158.68,21.76,0,0.0
2014,Concord,North Carolina,South,23.12,0.01,,2.1,,9.08,,
2014,Durham,North Carolina,South,67.76,0.03,,5.08,,7.5,,
2014,Asheville,North Carolina,South,24.14,0.01,,-2.98,,-12.34,,
2014,Jacksonville,North Carolina,South,1580.41,0.76,,-322.0,,-20.37,,
2014,Cary,North Carolina,South,259.04,0.12,,32.5,,12.55,,
2014,Fayetteville,North Carolina,South,129.26,0.06,,42.69,,33.03,,
2014,Wilmington,North Carolina,South,671.59,0.32,,159.71,,23.78,,
2014,Greenville,North Carolina,South,1299.99,0.63,,-572.0,,-44.0,,
2014,Charlotte,North Carolina,South,3981.79,1.92,,-759.25,,-19.07,,
2014,,North Carolina,South,8620.74,4.15,,-1415.1,,-16.42,,
2014,Greensboro,North Carolina,South,59.11,0.03,,-45.32,,-76.67,,
2014,Raleigh,North Carolina,South,524.53,0.25,,44.37,,8.46,,
2015,Cary,North Carolina,South,246.17,0.17,-4.97,21.54,-33.72,8.75,0,0.0
2015,Wilson,North Carolina,South,176.92,0.12,,10.07,,5.69,,
2015,Wilmington,North Carolina,South,13.12,0.01,-98.05,1.48,-99.07,11.28,0,0.0
2015,Durham,North Carolina,South,781.86,0.55,1053.87,105.9,1984.65,13.54,0,0.0
2015,Fayetteville,North Carolina,South,22.43,0.02,-82.65,-3.89,-109.11,-17.34,0,0.0
2015,,North Carolina,South,8558.3,6.0,-0.72,-1248.12,-11.8,-14.58,0,0.0
2015,Greensboro,North Carolina,South,64.68,0.05,9.42,8.09,-117.85,12.51,0,0.0
2015,Charlotte,North Carolina,South,21.75,0.02,-99.45,6.77,-100.89,31.13,0,0.0
2015,Concord,North Carolina,South,4297.64,3.01,18488.41,-1862.31,-88781.43,-43.33,0,0.0
2015,Raleigh,North Carolina,South,474.6,0.33,-9.52,89.03,100.65,18.76,0,0.0
2015,Jacksonville,North Carolina,South,2233.94,1.57,41.35,344.56,-207.01,15.42,0,0.0
2015,Monroe,North Carolina,South,225.18,0.16,,30.65,,13.61,,
2016,Jacksonville,North Carolina,South,532.85,0.28,-76.15,68.09,-80.24,12.78,0,0.0
2016,Asheville,North Carolina,South,1363.96,0.73,5550.21,85.25,-2960.74,6.25,0,0.0
2016,Wilson,North Carolina,South,191.81,0.1,8.42,-24.4,-342.3,-12.72,0,0.0
2016,Fayetteville,North Carolina,South,1400.7,0.75,6144.76,43.81,-1226.22,3.13,0,0.0
2016,Wilmington,North Carolina,South,3.28,0.0,-75.0,-2.63,-277.7,-80.18,0,0.0
2016,Monroe,North Carolina,South,99.87,0.05,-55.65,31.81,3.78,31.85,0,0.0
2016,,North Carolina,South,14967.3,7.99,74.89,260.84,-120.9,1.74,5,45.45
2016,Greensboro,North Carolina,South,327.24,0.17,405.94,-5.42,-167.0,-1.66,0,0.0
2016,Charlotte,North Carolina,South,5900.86,3.15,27030.39,-81.89,-1309.6,-1.39,0,0.0
2016,Goldsboro,North Carolina,South,34.94,0.02,,3.06,,8.76,,
2016,Thomasville,North Carolina,South,151.29,0.08,,33.39,,22.07,,
2016,Concord,North Carolina,South,775.53,0.41,-81.95,66.08,-103.55,8.52,0,0.0
2016,Burlington,North Carolina,South,630.02,0.34,,-199.51,,-31.67,,
2016,Greenville,North Carolina,South,389.14,0.21,-70.07,39.35,-106.88,10.11,0,0.0
2016,Gastonia,North Carolina,South,895.06,0.48,,-14.74,,-1.65,,
2016,Hickory,North Carolina,South,36.19,0.02,,2.71,,7.49,,
2016,Raleigh,North Carolina,South,2234.55,1.19,370.83,215.88,142.48,9.66,0,0.0
2017,Jacksonville,North Carolina,South,1232.66,0.5,131.33,31.18,-54.21,2.53,0,0.0
2017,Burlington,North Carolina,South,12051.26,4.9,1812.84,-5695.02,2754.5,-47.26,0,0.0
2017,Greensboro,North Carolina,South,1955.75,0.8,497.65,-80.3,1381.55,-4.11,0,0.0
2017,Monroe,North Carolina,South,888.02,0.36,789.18,78.37,146.37,8.83,0,0.0
2017,Greenville,North Carolina,South,428.7,0.17,10.17,-16.34,-141.52,-3.81,0,0.0
2017,Chapel Hill,North Carolina,South,14.02,0.01,,4.73,,33.74,,
2017,Raleigh,North Carolina,South,1273.86,0.52,-42.99,123.31,-42.88,9.68,0,0.0
2017,Wilmington,North Carolina,South,55.17,0.02,1582.01,14.07,-634.98,25.5,0,0.0
2017,Hickory,North Carolina,South,4.57,0.0,-87.37,-3.81,-240.59,-83.37,0,0.0
2017,Fayetteville,North Carolina,South,1630.72,0.66,16.42,44.12,0.71,2.71,0,0.0
2017,Concord,North Carolina,South,15.55,0.01,-97.99,5.44,-91.77,34.98,0,0.0
2017,Asheville,North Carolina,South,87.27,0.04,-93.6,-4.76,-105.58,-5.45,0,0.0
2017,Durham,North Carolina,South,30.34,0.01,-96.12,5.88,-94.45,19.38,0,0.0
2017,Charlotte,North Carolina,South,3788.94,1.54,-35.79,404.58,-594.05,10.68,0,0.0
2017,,North Carolina,South,23456.83,9.54,56.72,-5088.53,-2050.82,-21.69,-2,-12.5
2017,Fargo,North Dakota,Central,919.91,0.31,,230.15,,25.02,,
2017,,North Dakota,Central,919.91,0.31,,230.15,,25.02,,
2014,Medina,Ohio,East,609.44,0.24,,-131.51,,-21.58,,
2014,Newark,Ohio,East,346.31,0.13,,-9.71,,-2.8,,
2014,Mason,Ohio,East,94.26,0.04,,-4.24,,-4.5,,
2014,Fairfield,Ohio,East,1412.11,0.55,,-107.13,,-7.59,,
2014,Lakewood,Ohio,East,32.71,0.01,,11.11,,33.97,,
2014,Kent,Ohio,East,48.36,0.02,,6.05,,12.51,,
2014,Lorain,Ohio,East,1421.66,0.55,,-734.53,,-51.67,,
2014,Marion,Ohio,East,403.11,0.16,,-9.15,,-2.27,,
2014,Parma,Ohio,East,191.34,0.07,,-4.97,,-2.6,,
2014,Hamilton,Ohio,East,204.3,0.08,,-18.68,,-9.14,,
2014,,Ohio,East,14134.85,5.49,,-2131.06,,-15.08,,
2014,Cincinnati,Ohio,East,35.38,0.01,,4.11,,11.62,,
2014,Cleveland,Ohio,East,1110.67,0.43,,-203.57,,-18.33,,
2014,Springfield,Ohio,East,383.93,0.15,,-170.34,,-44.37,,
2014,Columbus,Ohio,East,5552.13,2.16,,-476.27,,-8.58,,
2014,Bowling Green,Ohio,East,264.32,0.1,,19.82,,7.5,,
2014,Akron,Ohio,East,170.91,0.07,,4.91,,2.87,,
2014,Toledo,Ohio,East,1709.65,0.66,,-335.39,,-19.62,,
2014,Lancaster,Ohio,East,144.24,0.06,,28.42,,19.7,,
2015,Toledo,Ohio,East,795.56,0.25,-53.47,-245.1,-26.92,-30.81,0,0.0
2015,Columbus,Ohio,East,1077.01,0.34,-80.6,-73.58,-84.55,-6.83,0,0.0
2015,Springfield,Ohio,East,1287.47,0.41,235.34,-200.85,17.91,-15.6,0,0.0
2015,Dublin,Ohio,East,627.92,0.2,,-365.99,,-58.29,,
2015,Newark,Ohio,East,4602.89,1.47,1229.12,-1995.49,20450.88,-43.35,0,0.0
2015,Cleveland,Ohio,East,900.61,0.29,-18.91,-151.22,-25.72,-16.79,0,0.0
2015,Cuyahoga Falls,Ohio,East,8.35,0.0,,1.25,,14.97,,
2015,Cincinnati,Ohio,East,53.04,0.02,49.92,-4.64,-212.9,-8.75,0,0.0
2015,Akron,Ohio,East,427.55,0.14,150.16,-92.84,-1990.84,-21.71,0,0.0
2015,,Ohio,East,16110.43,5.15,13.98,-5500.89,158.13,-34.14,-4,-22.22
2015,Troy,Ohio,East,1546.63,0.49,,-644.95,,-41.7,,
2015,Medina,Ohio,East,1868.28,0.6,206.56,-1211.54,821.25,-64.85,0,0.0
2015,Lakewood,Ohio,East,77.47,0.02,136.84,12.11,9.0,15.63,0,0.0
2015,Marion,Ohio,East,2368.24,0.76,487.49,-583.61,6278.25,-24.64,0,0.0
2015,Bowling Green,Ohio,East,469.4,0.15,77.59,55.55,180.27,11.83,0,0.0
2016,Cincinnati,Ohio,East,1001.52,0.28,1788.24,91.3,-2067.67,9.12,0,0.0
2016,Springfield,Ohio,East,1845.46,0.51,43.34,-224.88,11.96,-12.19,0,0.0
2016,Columbus,Ohio,East,4802.69,1.33,345.93,15.8,-121.47,0.33,0,0.0
2016,Bowling Green,Ohio,East,5.55,0.0,-98.82,-4.07,-107.33,-73.33,0,0.0
2016,Akron,Ohio,East,804.23,0.22,88.1,-50.53,-45.57,-6.28,0,0.0
2016,Parma,Ohio,East,3652.06,1.01,1808.68,24.56,-594.16,0.67,0,0.0
2016,Lancaster,Ohio,East,5644.09,1.56,3812.99,-6858.13,-24231.35,-121.51,0,0.0
2016,Troy,Ohio,East,185.06,0.05,-88.03,-102.4,-84.12,-55.33,0,0.0
2016,Newark,Ohio,East,1523.91,0.42,-66.89,-182.08,-90.88,-11.95,0,0.0
2016,Lakewood,Ohio,East,661.18,0.18,753.47,-231.41,-2010.9,-35.0,0,0.0
2016,Fairfield,Ohio,East,1086.58,0.3,-23.05,8.65,-108.07,0.8,0,0.0
2016,Lorain,Ohio,East,514.14,0.14,-63.84,91.29,-112.43,17.76,0,0.0
2016,Cuyahoga Falls,Ohio,East,2.21,0.0,-73.53,-1.48,-218.4,-66.97,0,0.0
2016,Kent,Ohio,East,103.97,0.03,114.99,16.89,179.17,16.25,0,0.0
2016,,Ohio,East,24748.01,6.85,53.61,-7602.9,38.21,-30.72,3,21.43
2016,Toledo,Ohio,East,372.69,0.1,-53.15,11.29,-104.61,3.03,0,0.0
2016,Hamilton,Ohio,East,123.92,0.03,-39.34,9.29,-149.73,7.5,0,0.0
2016,Cleveland,Ohio,East,2418.75,0.67,168.57,-216.98,43.49,-8.97,0,0.0
2017,Mentor,Ohio,East,693.13,0.16,,-123.27,,-17.78,,
2017,,Ohio,East,23264.85,5.46,-5.99,-1736.53,-77.16,-7.46,4,23.53
2017,Marion,Ohio,East,239.63,0.06,-89.88,48.1,-108.24,20.07,0,0.0
2017,Bowling Green,Ohio,East,1126.29,0.26,20193.51,78.65,-2032.43,6.98,0,0.0
2017,Cleveland,Ohio,East,1916.16,0.45,-20.78,-276.24,27.31,-14.42,0,0.0
2017,Springfield,Ohio,East,2096.3,0.49,13.59,-824.09,266.46,-39.31,0,0.0
2017,Dublin,Ohio,East,1751.24,0.41,178.9,14.68,-104.01,0.84,0,0.0
2017,Toledo,Ohio,East,1588.15,0.37,326.13,229.2,1930.12,14.43,0,0.0
2017,Fairfield,Ohio,East,579.01,0.14,-46.71,-30.8,-456.07,-5.32,0,0.0
2017,Akron,Ohio,East,1327.3,0.31,65.04,-48.19,-4.63,-3.63,0,0.0
2017,Cuyahoga Falls,Ohio,East,18.53,0.0,738.46,-12.35,734.46,-66.65,0,0.0
2017,Columbus,Ohio,East,4468.96,1.05,-6.95,-195.46,-1337.09,-4.37,0,0.0
2017,Lancaster,Ohio,East,2414.3,0.57,-57.22,-319.91,-95.34,-13.25,0,0.0
2017,Lorain,Ohio,East,79.31,0.02,-84.57,10.31,-88.71,13.0,0,0.0
2017,Kent,Ohio,East,193.97,0.05,86.56,-34.24,-302.72,-17.65,0,0.0
2017,Grove City,Ohio,East,123.59,0.03,,13.2,,10.68,,
2017,Troy,Ohio,East,1448.85,0.34,682.91,-127.23,24.25,-8.78,0,0.0
2017,Lakewood,Ohio,East,984.96,0.23,48.97,-128.42,-44.51,-13.04,0,0.0
2017,Newark,Ohio,East,1654.96,0.39,8.6,-105.13,-42.26,-6.35,0,0.0
2017,Elyria,Ohio,East,1.82,0.0,,-1.4,,-76.92,,
2017,Cincinnati,Ohio,East,522.04,0.12,-47.88,84.57,-7.37,16.2,0,0.0
2017,Parma,Ohio,East,36.35,0.01,-99.0,11.48,-53.26,31.58,0,0.0
2014,Lawton,Oklahoma,Central,475.42,0.23,,157.42,,33.11,,
2014,Tulsa,Oklahoma,Central,1683.97,0.81,,470.26,,27.93,,
2014,Oklahoma City,Oklahoma,Central,479.96,0.23,,134.39,,28.0,,
2014,,Oklahoma,Central,2639.35,1.27,,762.07,,28.87,,
2015,Tulsa,Oklahoma,Central,14.94,0.01,-99.11,7.02,-98.51,46.99,0,0.0
2015,Broken Arrow,Oklahoma,Central,821.94,0.4,,213.7,,26.0,,
2015,Oklahoma City,Oklahoma,Central,1971.46,0.96,310.76,439.31,226.89,22.28,0,0.0
2015,,Oklahoma,Central,2808.34,1.36,6.4,660.04,-13.39,23.5,0,0.0
2016,Oklahoma City,Oklahoma,Central,2845.64,0.97,44.34,554.51,26.22,19.49,0,0.0
2016,Tulsa,Oklahoma,Central,1235.68,0.42,8170.95,248.13,3434.62,20.08,0,0.0
2016,Edmond,Oklahoma,Central,959.55,0.33,,243.1,,25.33,,
2016,,Oklahoma,Central,8009.79,2.72,185.21,1677.1,154.09,20.94,2,66.67
2016,Broken Arrow,Oklahoma,Central,1617.59,0.55,96.8,361.82,69.31,22.37,0,0.0
2016,Norman,Oklahoma,Central,1351.33,0.46,,269.53,,19.95,,
2017,,Oklahoma,Central,6225.91,2.12,-22.27,1754.75,4.63,28.18,-1,-20.0
2017,Muskogee,Oklahoma,Central,1721.7,0.59,,442.6,,25.71,,
2017,Tulsa,Oklahoma,Central,2622.38,0.89,112.22,781.52,214.96,29.8,0,0.0
2017,Oklahoma City,Oklahoma,Central,1299.76,0.44,-54.32,452.55,-18.39,34.82,0,0.0
2017,Lawton,Oklahoma,Central,582.07,0.2,22.43,78.09,-50.39,13.42,0,0.0
2014,Tigard,Oregon,West,1122.97,0.38,,-249.49,,-22.22,,
2014,Gresham,Oregon,West,1508.77,0.51,,156.31,,10.36,,
2014,,Oregon,West,4807.78,1.63,,-135.4,,-2.82,,
2014,Portland,Oregon,West,746.58,0.25,,-21.61,,-2.89,,
2014,Springfield,Oregon,West,763.09,0.26,,-91.73,,-12.02,,
2014,Salem,Oregon,West,610.7,0.21,,52.34,,8.57,,
2014,Medford,Oregon,West,55.67,0.02,,18.79,,33.75,,
2015,Springfield,Oregon,West,1787.84,0.64,134.29,-205.57,124.1,-11.5,0,0.0
2015,,Oregon,West,4285.94,1.53,-10.85,-112.09,-17.22,-2.62,0,0.0
2015,Salem,Oregon,West,42.43,0.02,-93.05,4.93,-90.58,11.62,0,0.0
2015,Hillsboro,Oregon,West,64.07,0.02,,-1.61,,-2.51,,
2015,Medford,Oregon,West,9.76,0.0,-82.47,-6.83,-136.35,-69.98,0,0.0
2015,Redmond,Oregon,West,711.78,0.25,,21.89,,3.08,,
2015,Portland,Oregon,West,1670.05,0.6,123.69,75.1,-447.52,4.5,0,0.0
2016,Springfield,Oregon,West,1538.36,0.41,-13.95,-210.35,2.33,-13.67,0,0.0
2016,Gresham,Oregon,West,624.66,0.17,-58.6,-5.44,-103.48,-0.87,0,0.0
2016,,Oregon,West,5450.84,1.45,27.18,-565.85,404.82,-10.38,2,33.33
2016,Medford,Oregon,West,24.78,0.01,153.89,7.75,-213.47,31.28,0,0.0
2016,Tigard,Oregon,West,65.07,0.02,-94.21,19.0,-107.62,29.2,0,0.0
2016,Salem,Oregon,West,743.13,0.2,1651.43,-320.85,-6608.11,-43.18,0,0.0
2016,Redmond,Oregon,West,65.94,0.02,-90.74,-17.11,-178.16,-25.95,0,0.0
2016,Eugene,Oregon,West,1465.03,0.39,,134.04,,9.15,,
2016,Portland,Oregon,West,923.87,0.25,-44.68,-172.89,-330.21,-18.71,0,0.0
2017,Portland,Oregon,West,711.37,0.14,-23.0,129.15,-174.7,18.16,0,0.0
2017,Salem,Oregon,West,8.43,0.0,-98.87,1.25,-100.39,14.83,0,0.0
2017,Springfield,Oregon,West,1671.98,0.33,8.69,-345.66,64.33,-20.67,0,0.0
2017,Tigard,Oregon,West,205.74,0.04,216.18,14.21,-25.21,6.91,0,0.0
2017,,Oregon,West,2886.59,0.58,-47.04,-377.13,-33.35,-13.06,-2,-25.0
2017,Redmond,Oregon,West,265.3,0.05,302.34,-179.23,947.52,-67.56,0,0.0
2017,Hillsboro,Oregon,West,23.77,0.0,-62.9,3.15,-295.65,13.25,0,0.0
2014,Chester,Pennsylvania,East,1106.77,0.43,,-20.04,,-1.81,,
2014,Lancaster,Pennsylvania,East,331.25,0.13,,-100.36,,-30.3,,
2014,,Pennsylvania,East,20246.15,7.87,,-2361.82,,-11.67,,
2014,Reading,Pennsylvania,East,545.93,0.21,,-242.75,,-44.47,,
2014,Philadelphia,Pennsylvania,East,18262.2,7.1,,-1998.68,,-10.94,,
2015,Philadelphia,Pennsylvania,East,18914.38,6.05,3.57,-3773.12,88.78,-19.95,0,0.0
2015,,Pennsylvania,East,20510.82,6.56,1.31,-3900.35,65.14,-19.02,3,75.0
2015,Chester,Pennsylvania,East,570.49,0.18,-48.45,113.42,-665.97,19.88,0,0.0
2015,Lancaster,Pennsylvania,East,20.1,0.01,-93.93,1.76,-101.75,8.76,0,0.0
2015,Reading,Pennsylvania,East,15.01,0.0,-97.25,1.5,-100.62,9.99,0,0.0
2015,Altoona,Pennsylvania,East,20.45,0.01,,-1.18,,-5.77,,
2015,Bethlehem,Pennsylvania,East,132.94,0.04,,-12.55,,-9.44,,
2015,Allentown,Pennsylvania,East,837.44,0.27,,-230.16,,-27.48,,
2016,,Pennsylvania,East,33066.64,9.15,61.22,-4184.99,7.3,-12.66,-1,-14.29
2016,Reading,Pennsylvania,East,303.92,0.08,1924.78,-30.39,-2126.0,-10.0,0,0.0
2016,Allentown,Pennsylvania,East,15.81,0.0,-98.11,3.71,-101.61,23.47,0,0.0
2016,Bethlehem,Pennsylvania,East,1556.69,0.43,1070.97,-990.54,7792.75,-63.63,0,0.0
2016,York,Pennsylvania,East,714.5,0.2,,-96.89,,-13.56,,
2016,Lancaster,Pennsylvania,East,170.79,0.05,749.7,0.0,-100.0,0.0,0,0.0
2016,Philadelphia,Pennsylvania,East,30304.94,8.39,60.22,-3070.88,-18.61,-10.13,0,0.0
2017,Chester,Pennsylvania,East,291.22,0.07,-48.95,-45.02,-139.69,-15.46,0,0.0
2017,York,Pennsylvania,East,103.48,0.02,-85.52,-5.28,-94.55,-5.1,0,0.0
2017,Reading,Pennsylvania,East,8.86,0.0,-97.08,2.88,-109.48,32.51,0,0.0
2017,,Pennsylvania,East,42688.31,10.02,29.1,-5112.8,22.17,-11.98,-1,-16.67
2017,Philadelphia,Pennsylvania,East,41595.5,9.76,37.26,-4995.09,62.66,-12.01,0,0.0
2017,Lancaster,Pennsylvania,East,689.25,0.16,303.57,-70.29,,-10.2,0,0.0
2014,Cranston,Rhode Island,East,2116.51,0.82,,472.08,,22.3,,
2014,Woonsocket,Rhode Island,East,52.96,0.02,,20.12,,37.99,,
2014,,Rhode Island,East,5015.69,1.95,,1563.93,,31.18,,
2014,Providence,Rhode Island,East,2846.22,1.11,,1071.73,,37.65,,
2015,Woonsocket,Rhode Island,East,51.45,0.02,-2.85,13.89,-30.96,27.0,0,0.0
2015,,Rhode Island,East,1099.56,0.35,-78.08,94.24,-93.97,8.57,-1,-33.33
2015,Providence,Rhode Island,East,1048.11,0.34,-63.18,80.35,-92.5,7.67,0,0.0
2016,Providence,Rhode Island,East,10973.68,3.04,947.0,4205.2,5133.6,38.32,0,0.0
2016,Warwick,Rhode Island,East,2111.92,0.58,,954.84,,45.21,,
2016,,Rhode Island,East,13085.6,3.62,1090.08,5160.04,5375.42,39.43,0,0.0
2017,Providence,Rhode Island,East,1112.64,0.26,-89.86,148.38,-96.47,13.34,0,0.0
2017,Woonsocket,Rhode Island,East,91.14,0.02,77.14,44.66,221.53,49.0,0,0.0
2017,Cranston,Rhode Island,East,1908.41,0.45,-9.83,165.41,-64.96,8.67,0,0.0
2017,,Rhode Island,East,3427.11,0.8,-73.81,467.41,-90.94,13.64,2,100.0
2017,Warwick,Rhode Island,East,314.92,0.07,-85.09,108.95,-88.59,34.6,0,0.0
2014,Mount Pleasant,South Carolina,South,545.94,0.26,,87.35,,16.0,,
2014,,South Carolina,South,2270.86,1.09,,466.42,,20.54,,
2014,Columbia,South Carolina,South,1713.07,0.82,,375.28,,21.91,,
2014,Rock Hill,South Carolina,South,11.85,0.01,,3.79,,31.98,,
2015,North Charleston,South Carolina,South,269.49,0.19,,5.39,,2.0,,
2015,,South Carolina,South,4147.62,2.91,82.65,863.9,85.22,20.83,0,0.0
2015,Florence,South Carolina,South,59.48,0.04,,14.76,,24.82,,
2015,Columbia,South Carolina,South,3818.65,2.68,122.91,843.75,124.83,22.1,0,0.0
2016,,South Carolina,South,502.48,0.27,-87.89,144.1,-83.32,28.68,-1,-33.33
2016,Florence,South Carolina,South,191.88,0.1,222.6,19.19,30.01,10.0,0,0.0
2016,Columbia,South Carolina,South,310.6,0.17,-91.87,124.92,-85.19,40.22,0,0.0
2017,,South Carolina,South,1560.75,0.63,210.61,294.64,104.47,18.88,2,100.0
2017,Florence,South Carolina,South,813.21,0.33,323.81,49.0,155.34,6.03,0,0.0
2017,Summerville,South Carolina,South,406.94,0.17,,196.91,,48.39,,
2017,North Charleston,South Carolina,South,14.76,0.01,-94.52,4.28,-20.59,29.0,0,0.0
2017,Columbia,South Carolina,South,325.84,0.13,4.91,44.44,-64.43,13.64,0,0.0
2014,Sioux Falls,South Dakota,Central,9.51,0.0,,3.99,,41.96,,
2014,,South Dakota,Central,162.15,0.08,,48.76,,30.07,,
2014,Rapid City,South Dakota,Central,152.64,0.07,,44.77,,29.33,,
2017,,South Dakota,Central,1153.41,0.39,611.32,346.07,609.74,30.0,0,0.0
2017,Aberdeen,South Dakota,Central,25.5,0.01,,6.63,,26.0,,
2017,Sioux Falls,South Dakota,Central,1127.91,0.38,11760.25,339.44,8407.27,30.09,0,0.0
2014,Nashville,Tennessee,South,147.34,0.07,,49.73,,33.75,,
2014,Clarksville,Tennessee,South,69.22,0.03,,11.25,,16.25,,
2014,,Tennessee,South,3051.51,1.47,,50.03,,1.64,,
2014,Bristol,Tennessee,South,170.35,0.08,,10.65,,6.25,,
2014,Smyrna,Tennessee,South,67.19,0.03,,-51.52,,-76.68,,
2014,Johnson City,Tennessee,South,362.18,0.17,,37.4,,10.33,,
2014,Memphis,Tennessee,South,742.84,0.36,,73.86,,9.94,,
2014,Knoxville,Tennessee,South,741.84,0.36,,-154.2,,-20.79,,
2014,Columbia,Tennessee,South,750.55,0.36,,72.86,,9.71,,
2015,Clarksville,Tennessee,South,1635.02,1.15,2262.06,-1053.36,-9463.2,-64.42,0,0.0
2015,Smyrna,Tennessee,South,670.0,0.47,897.17,59.04,-214.6,8.81,0,0.0
2015,,Tennessee,South,8366.04,5.86,174.16,-1924.13,-3945.95,-23.0,3,37.5
2015,Murfreesboro,Tennessee,South,306.99,0.22,,9.49,,3.09,,
2015,Columbia,Tennessee,South,1018.3,0.71,35.67,73.95,1.5,7.26,0,0.0
2015,Jackson,Tennessee,South,692.47,0.49,,190.43,,27.5,,
2015,Bartlett,Tennessee,South,88.96,0.06,,10.01,,11.25,,
2015,Franklin,Tennessee,South,763.51,0.53,,-65.82,,-8.62,,
2015,Memphis,Tennessee,South,1154.5,0.81,55.42,-86.41,-216.99,-7.48,0,0.0
2015,Lebanon,Tennessee,South,84.96,0.06,,6.37,,7.5,,
2015,Bristol,Tennessee,South,157.79,0.11,-7.37,-115.72,-1186.57,-73.34,0,0.0
2015,Nashville,Tennessee,South,1793.54,1.26,1117.28,-952.1,-2014.54,-53.08,0,0.0
2016,Knoxville,Tennessee,South,135.81,0.07,-81.69,21.58,-113.99,15.89,0,0.0
2016,Chattanooga,Tennessee,South,240.42,0.13,,-16.67,,-6.93,,
2016,Johnson City,Tennessee,South,228.59,0.12,-36.88,-45.47,-221.58,-19.89,0,0.0
2016,Jackson,Tennessee,South,111.67,0.06,-83.87,6.98,-96.33,6.25,0,0.0
2016,,Tennessee,South,3130.49,1.67,-62.58,-163.3,-91.51,-5.22,2,18.18
2016,Nashville,Tennessee,South,281.88,0.15,-84.28,44.88,-104.71,15.92,0,0.0
2016,Memphis,Tennessee,South,567.23,0.3,-50.87,-237.73,175.12,-41.91,0,0.0
2016,Franklin,Tennessee,South,123.6,0.07,-83.81,-40.54,-38.41,-32.8,0,0.0
2016,Lebanon,Tennessee,South,239.98,0.13,182.46,18.0,182.57,7.5,0,0.0
2016,Bristol,Tennessee,South,108.46,0.06,-31.26,-21.45,-81.46,-19.78,0,0.0
2016,Hendersonville,Tennessee,South,16.22,0.01,,-10.96,,-67.57,,
2016,Columbia,Tennessee,South,950.92,0.51,-6.62,101.03,36.62,10.62,0,0.0
2016,Smyrna,Tennessee,South,111.38,0.06,-83.38,11.85,-79.93,10.64,0,0.0
2016,Murfreesboro,Tennessee,South,14.35,0.01,-95.33,5.2,-45.21,36.24,0,0.0
2017,Nashville,Tennessee,South,3848.1,1.57,1265.16,20.01,-55.41,0.52,0,0.0
2017,Jackson,Tennessee,South,1313.07,0.53,1075.85,-241.37,-3558.02,-18.38,0,0.0
2017,Franklin,Tennessee,South,61.12,0.02,-50.55,13.82,-134.09,22.61,0,0.0
2017,Knoxville,Tennessee,South,3050.52,1.24,2146.17,-1032.45,-4884.29,-33.85,0,0.0
2017,Memphis,Tennessee,South,3477.77,1.41,513.11,-1228.76,416.87,-35.33,0,0.0
2017,Johnson City,Tennessee,South,175.09,0.07,-23.4,19.93,-143.83,11.38,0,0.0
2017,Lebanon,Tennessee,South,163.96,0.07,-31.68,59.44,230.22,36.25,0,0.0
2017,,Tennessee,South,16113.82,6.56,414.74,-3304.29,1923.45,-20.51,-1,-7.69
2017,Hendersonville,Tennessee,South,303.32,0.12,1770.04,-34.43,214.14,-11.35,0,0.0
2017,Columbia,Tennessee,South,2443.0,0.99,156.91,-912.09,-1002.79,-37.33,0,0.0
